source,longitude,latitude,title,propertytype,provider,description,address,totalunits,affunits,rgiunits,url
,-79.546087,43.590016,Forty-Third Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email 43rdcoop@gmail.com","15 43rd Street, Etobicoke, ON  M8W 3P7, Canada",106,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.286269,43.673161,ForWard 9 Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email forward9@rogers.com","2258 Queen Street East, Toronto, ON  M4E 1G4, Canada",75,,,https://forward9.coop/
,-79.425538,43.672429,Fred Dowling Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email office@freddowlingcoop.ca","95 Wychcrest Avenue, Toronto, ON  M6G 3X8, Canada",72,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.220953,43.736213,Gardenview Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email gardenviewcoop3370@gmail.com","3370 Kingston Road, Scarborough, ON  M1M 3W7, Canada",86,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.259819,43.813845,George Barlow Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email gbarlowcoop@bellnet.ca","630 Middlefield Road, Scarborough, ON  M1V 2Z1, Canada",75,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.259605,43.733997,Glen Park Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email glenpkcoop@rogers.com","2495 Eglinton Avenue East, Scarborough, ON  M1K 2R1, Canada",62,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.29694,43.706543,Glenburn Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email glenburncoop@gmail.com","3 Glenburn Avenue, Toronto, ON  M4B 2W8, Canada",49,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.212207,43.818884,Grace Hartman Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email gracehartmancoop@bellnet.ca","22 Forest Creek Pathway, Scarborough, ON  M1B 5K8, Canada",84,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.38146,43.667499,Grace MacInnis Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email coordinator@gracemacinniscoop.com","561 Church Street, Toronto, ON  M4Y 2E4, Canada",32,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.47036,44.034329,H.O.P.E. Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email hopecoop2004@yahoo.com","681 Hope Circle, Newmarket, ON  L3X 1W3, Canada",60,,,https://www.york.ca/wps/portal/yorkhome/support/yr/housing/housinglocations/h.o.p.e.co-operativehousing/
,-79.401379,43.635638,Harbour Channel Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email harbour.admin@bellnet.ca","633 Lake Shore Boulevard West, Toronto, ON  M5V 3B9, Canada",119,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.400432,43.635397,Harbourside Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email harboursidecoop@gmail.com","22 Bishop Tutu Boulevard, Toronto, ON  M5V 2Z7, Canada",55,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.36189,43.648849,Harmony B Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email harmonyb@rogers.com","150 Longboat Avenue, Toronto, ON  M5A 4G3, Canada",78,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-78.835119,43.904704,Harmony King Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email harmonyking@rogers.com","20 Harmony Road North, Oshawa, ON  L1G 7X7, Canada",76,,,https://apps.durham.ca/Applications/Social/DASHExternalListing/ProjectDetails.aspx?&ProjectId=16
,-79.499079,43.776314,Harry Sherman Crowe Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email harrysherman@bellnet.ca","51 The Chimneystack Road, North York, ON  M3J 3L9, Canada",164,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.374435,43.655778,Hazelburn Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email hazelburn@on.aibn.com","178 Jarvis Street, Toronto, ON  M5B 2K7, Canada",78,,,http://www.hazelburn.org/
,-79.413202,43.68678,Heath Street Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email heathstreetcoop@gmail.com","232 Heath Street West, Toronto, ON  M5P 1N8, Canada",49,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.518575,43.698986,Hickory Tree Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email hickorytreeroadcoop@gmail.com","111 Hickory Tree Road, Weston, ON  M9N 3P9, Canada",73,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.393348,43.697022,Hospital Workers Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email hospitalworkerscoop@bellnet.ca","100 Merton Street, Toronto, ON  M4S 3G1, Canada",132,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.372377,43.66657,Hugh Garner Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email office@hughgarner.com","550 Ontario Street, Toronto, ON  M4X 1X3, Canada",181,,,https://hughgarner.coop/
,-79.524169,43.70231,Humberview Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email humber1@rogers.com","2100 Weston Road, Weston, ON  M9N 3W6, Canada",140,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.194714,43.76446,Innisfree Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email innisfreecoop@rogers.com","185 Galloway Road, Scarborough, ON  M1E 4Z7, Canada",70,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.323698,43.682634,Innstead Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email innsteadcoop@gmail.com","688 Coxwell Avenue, Toronto, ON  M4C 3B7, Canada",88,,,http://www.innstead.org/
,-79.374791,43.658437,Jarvis-George Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email jarvisgeorgecoop@gmail.com","279 Jarvis Street, Toronto, ON  M5B 2P2, Canada",107,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.374082,43.65809,Jenny Green Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email jengreencoop@rogers.com","300 George Street, Toronto, ON  M5A 2N3, Canada",47,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.431307,43.639218,John Bruce Village Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email jbvcoop@gmail.com","18 Elm Grove Avenue, Toronto, ON  M6K 2J1, Canada",40,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.268988,43.690258,Kalmar Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email kalmarco-operative@rogers.com","1546 Kingston Road, Scarborough, ON  M1N 1R8, Canada",112,,,https://www.kalmarcoop.com/
,-79.298535,43.801456,Kenfinch Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email kenfinchcoop@bellnet.ca","39 Wayside Avenue, Scarborough, ON  M1V 2Z4, Canada",86,,,https://kenfinchcoop.ca/
,-79.255568,43.789661,Kimroy Grove Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email kimroygrove@rogers.com","4695 Sheppard Avenue East, Scarborough, ON  M1S 4R2, Canada",93,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.303896,43.668092,Kippendavie Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email lapaz@bellnet.ca","80 Kippendavie Avenue, Toronto, ON  M4L 3R5, Canada",20,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.479939,43.670009,La Paz Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,,"1 Oscar Romero Place, Toronto, ON  M6N 5A3, Canada",62,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.508861,43.601763,Lakeshore Gardens Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email assistant.lakeshore@rogers.com","10 Garnett Janes Road, Etobicoke, ON  M8V 3Z2, Canada",151,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.508829,43.602549,Lakeshore Village Artists Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email donnalvac@gmail.com","115 Birmingham Street, Etobicoke, ON  M8V 3Z9, Canada",92,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.427628,43.85649,Landsberg/Lewis Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email landsberglewis@rogers.com","46 Berwick Crescent, Richmond Hill, ON  L4C 0C3, Canada",149,,,https://www.york.ca/wps/portal/yorkhome/support/yr/housing/housinglocations/landsberglewiscooperativehousing/
,-79.2135,43.809868,Larry Sefton Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email larry.sefton38@gmail.com","10 Alford Crescent, Scarborough, ON  M1B 4C6, Canada",63,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.434509,43.71853,Lawrence Gardens Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email lawrencegardenscoop@rogers.com","556 Lawrence Avenue West, Toronto, ON  M6A 1A4, Canada",58,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.376194,43.65254,Local 75 Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email L75Coop@bellnet.ca","60 Richmond Street East, Toronto, ON  M5C 1N8, Canada",85,,,http://local75co-op.webs.com/
,-79.357896,43.674245,Longview Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email longview@rogers.com","678 Broadview Avenue, Toronto, ON  M4K 2P2, Canada",64,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.424177,43.673331,Lotus Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email lotuscoop@bellnet.ca","61 Lambertlodge Avenue, Toronto, ON  M6G 3Z1, Canada",80,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.486894,43.971712,Machell's Corners Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email machells@bellnet.ca","165 Preston Thompson Place, Aurora, ON  L4G 6T1, Canada",67,,,https://www.york.ca/wps/portal/yorkhome/support/yr/housing/housinglocations/machellscornerscooperativehousing/
,-79.30056,43.684204,Main-Gerrard Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email membership@mgcoop.ca","180 Main Street, Toronto, ON  M4E 2W1, Canada",102,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-78.85236,43.922759,Maple Glen Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email mapleglencoop@gmail.com","777 Wilson Road North, Oshawa, ON  L1G 6G1, Canada",39,,,https://apps.durham.ca/Applications/Social/DASHExternalListing/ProjectDetails.aspx?&ProjectId=17
,-79.376117,43.656041,Margaret Laurence Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email mlhcoffice@bellnet.ca","81 Dalhousie Street, Toronto, ON  M5B 2N1, Canada",149,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-78.939261,43.881681,Marigold Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email marigoldhousing@rogers.com","121 Ash Street, Whitby, ON  L1N 9H8, Canada",70,,,https://apps.durham.ca/Applications/Social/DASHExternalListing/ProjectDetails.aspx?&ProjectId=773
,-79.248858,43.70254,Marine Heights Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email marineheightscoop@bellnet.ca","21 Cliffside Drive, Scarborough, ON  M1N 1K9, Canada",144,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.370235,43.649012,Marketview Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email marketviewoffice@rogers.com","110 George Street South, Toronto, ON  M5A 4P9, Canada",112,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.587668,43.733348,Maurice Coulter Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email mchc@rogers.com","174 John Garland Boulevard, Etobicoke, ON  M9V 5G1, Canada",110,,,https://mauricecoulterco-op.ca/
,-79.37624,43.656334,Metta Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email mettahc.desk@gmail.com","99 Dalhousie Street, Toronto, ON  M5B 2N2, Canada",114,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.273639,43.823169,Milliken Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email millikencoop@gmail.com","10 Alton Towers Circle, Scarborough, ON  M1V 5A1, Canada",102,,,http://millikenco-op.webstarts.com/
,-79.488506,43.611588,Mimico Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email mimico-coop@on.aibn.com","1 Summerhill Road, Etobicoke, ON  M8V 1R9, Canada",172,,,http://www.mimicoco-op.ca/
,-79.374505,43.652476,Muriel Collins Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email info@murielcollins.com","79 Richmond Street East, Toronto, ON  M5C 1N9, Canada",108,,,http://murielcollins.com/
